text,sentiment
"In 2007 , Marimekko has also opened concept stores in Yokohama and Nagoya , central Japan , in Silver Spring in metropolitan Washington DC , USA , in Graz , central Austria , and in Aalborg , northern Denmark .",1
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",0
"Seppala transferred the sale to a greater extent than last year to February , and this is reflected on the January sales figures .",0
"The adapter , awarded with the `` Certified Integration for SAP - ; NetWeaver '' endorsement , integrates Basware s invoice automation and procurement solutions with more than 200 different ERP systems .",1
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",1
Full-year operating result for 2008 was 3.6 million negative .,-1
Finnish Raute Precision has won large glass batch plant and mortar plant orders from Mexico and the US .,1
"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",0
"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .",0
Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,1
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",0
Shuweihat 2 got under way in July 2008 when the project was awarded to desalination and power contractors .,0
Nokia - the world 's largest mobile phone manufacturer - and China Postel - China 's largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .,1
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",-1
The authorization is in force for a period of 18 months from the resolution by the General Meeting .,0
Industry Investment is very interested in Glaston 's solar energy projects .,1
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",-1
"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries .",0
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",1
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",-1
"Via the takeover , Panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries Kopijyva Oy and Sokonet Oy .",1
`` We are proud to contribute to the creation of a world-class airport facility with KONE 's innovative People Flow TM solutions .,1
The technology park will be built near St. Petersburg-based Pulkovo airport .,0
`` Our aim is to understand different traffic patterns based on the use of each building .,0
"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .",0
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,1
`` The trend in the sports and leisure markets was favorable in the first months of the year .,1
"The company generates net sales of about 600 mln euro $ 775.5 mln annually and employs 6,000 .",0
Pretax profit decreased by 37 % to EUR 193.1 mn from EUR 305.6 mn .,-1
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,1
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,0
It will focus on improving its profitability next year by streamlining operations .,1
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",0
"Jobs will not be transferred from Finland , however .",1
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",-1
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,0
Financial details were n't disclosed .,0
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",1
Kemira 's partner in the project is St. Petersburg Water Works .,0
"Sales at the Tiimari business went down by 8 % to EUR 11.8 million , while Gallerix stores saw 29 % growth to EUR 2 million .",-1
The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,0
The total amount of subscription prices was recorded in the fund for invested non-restricted equity .,0
Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,0
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said .",-1
The annual net sales of the unit is some EUR 5 million and it currently employs some 55 people .,0
"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .",-1
The employment contracts of 14 of the employees will end in March 2009 as a result of the company 's previous employer-employee talks .,-1
"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",1
`` They want my credit card info and my personal details .,0
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",0
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,1
"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla .",1
"Neste Oil said it will build a biodiesel production facility in Rotterdam , the Netherlands , at an estimated cost of 670 million euros , naming France-based Technip as the project 's main contractor .",0
Patrizia adds the acquisition to a portfolio already worth EUR3bn .,0
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",1
"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households .",0
Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .,0
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,1
"The tests , conducted at Nokia Siemens ' LTE center of competence in Espoo , Finland , follow the company 's production start of LTE-ready Flexi Multiradio Base Stations for the 800 MHz band in April 2010 , and complement earlier tests with Nokia on the 2100 MHz and 2600 MHz bands .",0
